,Nombre,Edad,Notas_Matematicas,Notas_Ingles,Notas_Computacion
3082,Jesse Martinez,24.0,60,48.0,35.0
3083,Joel Porter,24.0,81,79.0,35.0
3084,Trevor Jackson,20.0,46,62.0,92.0
3085,James Garcia,25.0,75,77.0,92.0
3086,Mark Anthony,23.0,64,77.0,69.0
3087,Charles Galvan,22.0,76,49.0,47.0
3088,David Allen,20.0,36,32.0,60.0
3089,Jeremy Roberts,18.0,41,41.0,39.0
3090,Gary Yang,19.0,82,31.0,89.0
3091,Norma Robertson DDS,20.0,41,60.0,53.0
3092,Julia Cooper,25.0,48,34.0,57.0
3093,Tyler Johnson DVM,21.0,77,97.0,36.0
3094,David Roberts,25.0,90,37.0,55.0
3095,Ronald Brown,23.0,54,94.0,87.0
3096,Donna Stone,23.0,87,30.0,50.0
3097,Thomas Santos,21.0,66,33.0,58.0
3098,Brandy West,25.0,68,90.0,90.0
3099,Samantha Winters,24.0,70,88.0,66.0
3100,Natasha Vargas,21.0,98,88.0,88.0
3101,Gary Lopez,20.0,94,83.0,57.0
3102,Ashley Watson,21.0,45,38.0,49.0
3103,Michael Brewer,19.0,31,50.0,51.0
3104,Gabriel Smith,18.0,95,99.0,93.0
3105,Victor Walker,24.0,96,87.0,97.0
3106,Ronald Wood,22.0,86,58.0,81.0
3107,Joel Lowery,24.0,41,99.0,55.0
3108,Corey Bridges,18.0,95,79.0,58.0
3109,Susan Morris,24.0,93,32.0,56.0
3110,Brian Morgan,25.0,70,65.0,64.0
3111,Pamela Abbott,20.0,96,76.0,68.0
3112,Mario Shelton,19.0,98,99.0,63.0
3113,Peter Cruz,21.0,92,41.0,98.0
3114,Haley Evans,22.0,97,35.0,48.0
3115,Tiffany Brock,23.0,68,39.0,77.0
3116,Yesenia Baxter,18.0,85,73.0,38.0
3117,Michelle Watson,24.0,95,97.0,50.0
3118,Mary Moore,25.0,44,61.0,45.0
3119,Martha Kirby,21.0,42,74.0,50.0
3120,Rose Medina,20.0,76,31.0,63.0
3121,Kyle Stokes,24.0,93,38.0,84.0
3122,Alicia Davis,18.0,56,73.0,93.0
3123,Lauren Garcia,23.0,86,39.0,58.0
3124,Victor Mueller,25.0,88,71.0,81.0
3125,Michael Pearson,18.0,89,67.0,47.0
3126,Megan Smith,22.0,71,61.0,55.0
3127,Krystal Reynolds,20.0,39,61.0,64.0
3128,Jeffrey Perez,18.0,96,47.0,58.0
3129,Bryan Taylor,25.0,64,81.0,92.0
3130,Jason Silva,22.0,30,50.0,56.0
3131,Charles Alexander,23.0,33,40.0,35.0
3132,Kimberly Walters,20.0,68,41.0,55.0
3133,Stephanie Mendoza MD,20.0,48,32.0,69.0
3134,Diane Farmer,21.0,43,40.0,96.0
3135,Michael Bennett,25.0,31,30.0,66.0
3136,Sharon Owens,23.0,59,55.0,58.0
3137,Kyle Miller,22.0,98,53.0,75.0
3138,Neil Wilson,21.0,35,69.0,50.0
3139,Melanie Carpenter,22.0,46,76.0,100.0
3140,Brittany Henderson,20.0,84,65.0,48.0
3141,Ashley Sweeney,25.0,37,76.0,97.0
3142,Brittany Nguyen,21.0,60,30.0,56.0
3143,Christopher Williams,19.0,65,57.0,98.0
3144,Susan Williams,21.0,82,99.0,74.0
3145,Victoria Vasquez,23.0,42,52.0,43.0
3146,Robert Mahoney,24.0,91,51.0,61.0
3147,Casey Moody,25.0,40,35.0,67.0
3148,Hannah Smith,24.0,66,45.0,56.0
3149,Catherine Baldwin,25.0,40,40.0,40.0
3150,Richard Williams,21.0,77,85.0,41.0
3151,Charles Green,24.0,60,32.0,32.0
3152,Renee Rojas,18.0,52,32.0,60.0
3153,David Collins,22.0,34,32.0,64.0
3154,James Richardson,22.0,34,57.0,32.0
3155,Elizabeth Soto,24.0,96,89.0,86.0
3156,Daniel Freeman,22.0,46,75.0,30.0
3157,Danielle Hayes,25.0,96,37.0,71.0
3158,Billy Durham,20.0,65,72.0,36.0
3159,Sally Grant,23.0,51,90.0,86.0
3160,Danielle Martin,23.0,48,79.0,46.0
3161,Mark Olson,23.0,58,80.0,47.0
3162,Mary Washington,19.0,62,70.0,99.0
3163,Debra Reeves,25.0,78,84.0,41.0
3164,Donna Miller,25.0,62,36.0,61.0
3165,Lisa Farrell,22.0,95,88.0,96.0
3166,Robert Bell,22.0,39,87.0,48.0
3167,Brian Martin,21.0,44,81.0,47.0
3168,Jennifer Walls,20.0,47,76.0,38.0
3169,George Cook,24.0,44,97.0,72.0
3170,Suzanne Carney,23.0,71,99.0,30.0
3171,Anthony Williams,19.0,88,53.0,81.0
3172,Ann Smith,21.0,57,79.0,85.0
3173,Alexandria Cook,20.0,62,30.0,82.0
3174,Paula Vasquez DDS,22.0,84,33.0,32.0
3175,Christina Ellis,22.0,79,51.0,89.0
3176,Christopher Park,19.0,89,93.0,61.0
3177,Nathaniel Monroe,25.0,92,36.0,92.0
3178,Nicole Estrada,22.0,94,100.0,99.0
3179,Lori Sullivan,25.0,49,55.0,40.0
3180,Teresa Murphy,20.0,91,43.0,64.0
3181,Shelley Hughes,22.0,82,83.0,86.0
3182,Duane Garcia,19.0,85,44.0,41.0
3183,Erika Jones,21.0,65,30.0,74.0
3184,Steven Cox,18.0,74,100.0,33.0
3185,Anthony Russell MD,25.0,40,55.0,56.0
3186,Valerie Perez,19.0,36,90.0,88.0
3187,Gary Thomas,24.0,70,74.0,97.0
3188,Katrina Johnson,18.0,73,83.0,80.0
3189,Sean Williams,24.0,55,34.0,31.0
3190,Joshua Stout,24.0,72,98.0,90.0
3191,Alan Clark,23.0,39,100.0,90.0
3192,Lisa Hill,18.0,41,53.0,77.0
3193,Veronica Martin,22.0,57,33.0,41.0
3194,Tracy Walker,24.0,80,66.0,76.0
3195,Christopher Gilbert,24.0,85,67.0,44.0
3196,Jasmine Anderson,23.0,57,87.0,90.0
3197,Christopher Holloway,21.0,85,66.0,67.0
3198,Paul Moyer,24.0,52,74.0,72.0
3199,Katelyn Snyder,24.0,38,95.0,64.0
3200,Robert Clark,20.0,34,93.0,76.0
3201,Brian Gilbert,21.0,40,39.0,50.0
3202,Bryan Mccormick,19.0,86,89.0,80.0
3203,Dylan Wright,25.0,49,68.0,63.0
3204,Michael Wilkins,20.0,76,79.0,44.0
3205,Samantha Gray,21.0,87,37.0,56.0
3206,Savannah Parrish,23.0,85,82.0,71.0
3207,Amy Murray,21.0,62,73.0,83.0
3208,Donna Wilson,22.0,73,76.0,32.0
3209,Mrs. Ashley Chandler,21.0,93,81.0,65.0
3210,Michele Gallegos,19.0,53,32.0,76.0
3211,Christopher Beard,18.0,34,76.0,78.0
3212,David Gallagher,19.0,89,78.0,34.0
3213,Angelica Esparza,22.0,60,92.0,31.0
3214,Johnny Lee,25.0,83,47.0,97.0
3215,Cynthia Nguyen,19.0,50,68.0,36.0
3216,Leslie Mclean,18.0,82,35.0,84.0
3217,Matthew Rose,19.0,88,65.0,39.0
3218,Carlos Pierce,23.0,70,93.0,86.0
3219,Peter Miller,22.0,72,48.0,91.0
3220,Yolanda Santos,22.0,62,94.0,94.0
3221,Shawn Shaw DVM,22.0,99,37.0,83.0
3222,Jenna Palmer,23.0,64,97.0,64.0
3223,Michael Bradford,20.0,57,44.0,63.0
3224,Jody Molina,25.0,86,79.0,94.0
3225,Dr. Rachel Lawson,23.0,86,82.0,40.0
3226,Alicia Sanders,25.0,43,44.0,73.0
3227,Isaiah Coleman,24.0,49,44.0,74.0
3228,Robert Perez,20.0,99,59.0,45.0
3229,Jerome Coleman,18.0,88,93.0,88.0
3230,Joshua Lynn,25.0,46,38.0,83.0
3231,Jessica West,21.0,51,68.0,64.0
3232,Robert Gallagher,24.0,58,76.0,86.0
3233,Christopher Reed,23.0,89,91.0,96.0
3234,Jamie Olson,18.0,44,85.0,57.0
3235,Richard Ortega,18.0,96,55.0,94.0
3236,Anna Proctor,23.0,57,52.0,60.0
3237,Mr. James Rosales,22.0,54,90.0,87.0
3238,Sherry Hayes,21.0,44,39.0,52.0
3239,Tyler Garner,19.0,82,37.0,90.0
3240,James Walker,18.0,67,47.0,90.0
3241,Hunter Hudson,21.0,47,95.0,69.0
3242,Tiffany Preston,23.0,53,86.0,56.0
3243,Yolanda Miller,21.0,47,93.0,34.0
3244,Susan Jones,19.0,44,78.0,35.0
3245,Bridget Smith,18.0,42,34.0,54.0
3246,Jennifer Lowe,20.0,56,73.0,71.0
3247,Chase Powers,21.0,95,33.0,85.0
3248,Mr. Clinton Austin,24.0,77,71.0,65.0
3249,David Gibson,20.0,49,62.0,48.0
3250,Dr. Kimberly Welch,21.0,42,62.0,92.0
3251,Justin Ross,19.0,39,82.0,90.0
3252,Brandi Brown,25.0,77,69.0,43.0
3253,Randy Garcia,18.0,51,43.0,62.0
3254,Mark Finley DDS,22.0,90,48.0,66.0
3255,Blake Sharp,22.0,65,46.0,75.0
3256,Lisa Wolfe,23.0,67,34.0,44.0
3257,James Rivera,24.0,75,52.0,72.0
3258,Michael Schneider,20.0,67,46.0,92.0
3259,Miss Christine Garner,23.0,34,76.0,91.0
3260,James David,22.0,66,47.0,92.0
3261,Tonya Davenport,21.0,65,76.0,58.0
3262,Samantha Waters,23.0,78,76.0,100.0
3263,Beverly Waters,18.0,100,58.0,77.0
3264,Brandon Gomez,19.0,49,33.0,63.0
3265,Jonathan Wells,18.0,65,39.0,73.0
3266,Jeremy Miller,25.0,79,34.0,75.0
3267,Melinda Cooper,18.0,56,83.0,62.0
3268,Robert Bell,20.0,89,63.0,38.0
3269,Stephen Williams,24.0,92,98.0,86.0
3270,Michael Pena,19.0,86,71.0,79.0
3271,Brittany Smith,22.0,82,84.0,93.0
3272,Mr. Kevin Hughes,22.0,79,39.0,86.0
3273,Monique Carter,18.0,43,63.0,95.0
3274,Rebecca Daniel,22.0,87,87.0,92.0
3275,Rebecca Lin,25.0,40,51.0,34.0
3276,Ian Gomez,23.0,80,39.0,56.0
3277,Lori Banks,24.0,73,89.0,92.0
3278,Shelby Oneal,18.0,93,43.0,57.0
3279,Jeffrey Griffin,22.0,73,93.0,80.0
3280,Margaret Tran,21.0,56,48.0,81.0
3281,Tiffany Kline,24.0,83,79.0,69.0
3282,Rodney Wise,24.0,50,78.0,51.0
3283,Daniel Clayton,23.0,57,87.0,73.0
3284,Frank Levy,21.0,42,83.0,87.0
3285,Amy Snow,20.0,44,53.0,56.0
3286,Taylor Wade PhD,25.0,48,54.0,82.0
3287,Christine Murillo,25.0,83,56.0,87.0
3288,Heather Coffey,19.0,35,97.0,71.0
3289,Janice Marshall,19.0,45,39.0,64.0
3290,Nicole Rodriguez,25.0,90,81.0,69.0
3291,Elizabeth Hunter,22.0,67,80.0,45.0
3292,Darren Pearson,22.0,50,39.0,82.0
3293,Stephanie Foster,20.0,47,33.0,99.0
3294,Aaron Smith,21.0,65,31.0,64.0
3295,Sophia Porter,24.0,44,75.0,73.0
3296,Karen Miles,22.0,80,78.0,73.0
3297,Carlos Lamb,21.0,92,99.0,45.0
3298,Elizabeth Johnson,19.0,54,46.0,60.0
3299,Richard Hill,25.0,46,46.0,36.0
3300,Kristin Jackson DDS,22.0,58,68.0,88.0
3301,Michael Allen,24.0,55,64.0,75.0
3302,Beth Rasmussen,23.0,65,43.0,38.0
3303,Edward Blanchard,22.0,81,87.0,51.0
3304,Christine Torres,21.0,63,34.0,96.0
3305,Joseph Hernandez,25.0,41,42.0,42.0
3306,Alan Webb,24.0,99,74.0,54.0
3307,Jessica Evans,25.0,66,46.0,37.0
3308,Andrew Turner,22.0,37,98.0,87.0
3309,Justin Davis,19.0,94,78.0,79.0
3310,Timothy Carlson,25.0,66,51.0,49.0
3311,Patrick Martin,20.0,73,32.0,61.0
3312,Brooke Williams,23.0,80,91.0,55.0
3313,Cheryl Lopez,19.0,94,31.0,80.0
3314,Christine Murillo,19.0,52,75.0,33.0
3315,Stephanie Ramirez,18.0,31,76.0,69.0
3316,Judith Thompson,23.0,68,82.0,54.0
3317,Austin Foster,21.0,58,33.0,48.0
3318,Kimberly Lynch,18.0,62,73.0,52.0
3319,Jeffrey Green,24.0,49,32.0,83.0
3320,Anthony Griffin,18.0,99,44.0,67.0
3321,Jennifer Becker,19.0,65,69.0,95.0
3322,Stephen Cunningham,20.0,67,50.0,45.0
3323,Ashley Hernandez,23.0,55,79.0,78.0
3324,Derek Nichols,25.0,47,68.0,80.0
3325,Kari Reed,24.0,36,90.0,94.0
3326,Dorothy Peterson,23.0,44,33.0,63.0
3327,Michael Barrett,19.0,96,81.0,87.0
3328,Adam Hampton,20.0,67,50.0,71.0
3329,Kayla Williams,19.0,67,75.0,53.0
3330,Amanda Hammond,20.0,76,97.0,92.0
3331,Emily Ford,24.0,96,47.0,67.0
3332,Lindsey Watson,22.0,89,36.0,77.0
3333,Wesley Roberts,21.0,96,54.0,76.0
3334,Benjamin Spears,24.0,81,56.0,40.0
3335,Mr. Richard Harper,23.0,83,53.0,47.0
3336,Bradley Durham,22.0,44,49.0,37.0
3337,Brandi Martin,23.0,37,84.0,48.0
3338,Devin Knight,22.0,82,59.0,61.0
3339,Joel Mcdowell,25.0,93,46.0,100.0
3340,Christopher Davis,22.0,90,83.0,54.0
3341,Jessica Thomas,22.0,46,61.0,52.0
3342,Shane Mccoy,23.0,87,87.0,55.0
3343,Sara Joseph,18.0,52,51.0,80.0
3344,Ronald Moore,22.0,70,32.0,48.0
3345,Peter Estes,21.0,48,50.0,95.0
3346,Melissa Bauer,23.0,91,81.0,68.0
3347,Sara Wilson,20.0,50,76.0,38.0
3348,Kevin Rose,25.0,86,88.0,96.0
3349,Paul Oliver,23.0,93,38.0,74.0
3350,Scott Taylor,25.0,45,44.0,90.0
3351,Richard Alexander,20.0,54,62.0,79.0
3352,Vincent Butler,18.0,49,41.0,64.0
3353,Paul Roman,21.0,41,49.0,79.0
3354,Christopher Thompson,21.0,56,80.0,83.0
3355,Tracy Jackson,21.0,57,55.0,77.0
3356,Justin Glenn,18.0,96,51.0,73.0
3357,Amy Bailey,23.0,57,51.0,68.0
3358,Lisa Mcguire,25.0,92,78.0,78.0
3359,John Williams,25.0,45,92.0,34.0
3360,Melissa Patterson,20.0,34,88.0,54.0
3361,Matthew Hansen,19.0,68,84.0,75.0
3362,Derek Watts,22.0,97,59.0,44.0
3363,Christine Harris,25.0,41,42.0,96.0
3364,Amy Drake,18.0,62,55.0,97.0
3365,Jessica Peters,19.0,93,61.0,49.0
3366,David Lopez,22.0,99,61.0,60.0
3367,Alexander Stephens,20.0,48,48.0,36.0
3368,Derek Lin,25.0,47,52.0,34.0
3369,Jared Atkins,19.0,76,42.0,68.0
3370,Samuel Griffin,24.0,63,78.0,77.0
3371,Amy Mcintosh,19.0,45,91.0,41.0
3372,Melody Vaughan,20.0,53,87.0,82.0
3373,Summer Taylor,18.0,77,55.0,47.0
3374,Christopher Fleming,19.0,51,89.0,64.0
3375,Jeffrey Fox,21.0,95,68.0,66.0
3376,Patricia Harrison,23.0,84,76.0,76.0
3377,Isaiah Koch,22.0,34,97.0,55.0
3378,Jordan Sexton,18.0,38,66.0,60.0
3379,Stephanie Logan,18.0,56,65.0,41.0
3380,Joshua Downs,25.0,50,86.0,83.0
3381,Brian Cox,21.0,87,86.0,84.0
3382,Daniel Villa,19.0,96,77.0,87.0
3383,Joel Shannon,18.0,84,93.0,48.0
3384,Deanna Young,25.0,61,35.0,99.0
3385,Lauren Stuart,18.0,74,94.0,58.0
3386,David Cabrera,18.0,100,74.0,37.0
3387,Ryan Harrison,23.0,46,41.0,30.0
3388,Adam Mason,18.0,77,46.0,37.0
3389,Darlene Elliott,19.0,89,69.0,91.0
3390,Nathan Copeland,24.0,69,87.0,91.0
3391,Glenn Morris,25.0,53,30.0,77.0
3392,Ebony Moyer,23.0,72,55.0,99.0
3393,Alexander Jones,22.0,84,51.0,39.0
3394,John Santiago,20.0,40,32.0,41.0
3395,Christine Short,18.0,49,82.0,78.0
3396,Peter Miller,19.0,83,42.0,30.0
3397,Evan Cook,19.0,90,90.0,55.0
3398,Tanya Scott,23.0,99,79.0,45.0
3399,Leslie Washington MD,18.0,55,57.0,30.0
3400,Donna Martin,23.0,67,90.0,42.0
3401,Ashley Hicks,21.0,37,97.0,81.0
3402,Michael Anthony,23.0,35,65.0,78.0
3403,Paul Blair,19.0,45,83.0,49.0
3404,Rebecca Hartman,18.0,41,98.0,68.0
3405,Harry Hill,22.0,67,100.0,35.0
3406,David Fletcher,18.0,61,43.0,77.0
3407,Edward Campbell,21.0,93,41.0,94.0
3408,Natalie Smith,19.0,61,61.0,76.0
3409,Gabrielle Collins,21.0,78,98.0,34.0
3410,Dalton Sanders,25.0,79,66.0,46.0
3411,Carol Huber,25.0,68,75.0,83.0
3412,Carl Johns,22.0,31,34.0,36.0
3413,Jeff Davis,20.0,47,90.0,80.0
3414,Ryan Hudson,24.0,82,82.0,54.0
3415,Raymond Adams,23.0,100,79.0,55.0
3416,Bradley Wolfe,24.0,59,95.0,32.0
3417,Matthew Kennedy,19.0,97,43.0,84.0
3418,Sergio Bean,22.0,33,39.0,86.0
3419,Amanda Watson MD,25.0,46,54.0,45.0
3420,Eric Williams,24.0,41,99.0,93.0
3421,Michael Park,18.0,35,58.0,31.0
3422,David Burke,23.0,38,39.0,36.0
3423,Michael Garrison,21.0,60,51.0,65.0
3424,Carol Woods,23.0,76,41.0,33.0
3425,Kathleen Martin,19.0,35,49.0,100.0
3426,Jody Sanchez,23.0,39,66.0,88.0
3427,Kevin Williams,21.0,46,79.0,67.0
3428,Tonya Nash,20.0,47,52.0,98.0
3429,Sandra Cross,19.0,75,58.0,98.0
3430,Jacob Romero,18.0,31,58.0,36.0
3431,Anita Buchanan,20.0,42,83.0,38.0
3432,Brian Griffin,23.0,65,44.0,87.0
3433,Tammy Mcgee,21.0,44,45.0,32.0
3434,Sally Steele,25.0,96,73.0,99.0
3435,Lauren Tapia,24.0,99,93.0,35.0
3436,Michael Harris,21.0,49,44.0,39.0
3437,Megan Moore,24.0,96,50.0,54.0
3438,Stephen Williams,22.0,31,98.0,95.0
3439,Nicholas Long,25.0,56,53.0,95.0
3440,Penny Maldonado,18.0,70,30.0,72.0
3441,Ryan Paul,22.0,96,63.0,33.0
3442,Matthew Chandler,21.0,44,80.0,98.0
3443,Tina Thomas,21.0,82,55.0,47.0
3444,Mike Allen,21.0,38,49.0,77.0
3445,James Davila,22.0,70,73.0,82.0
3446,Steve Garcia,18.0,31,57.0,45.0
3447,Mary Riley,25.0,86,98.0,91.0
3448,Michael Calhoun,18.0,93,100.0,43.0
3449,Anne Rosario,25.0,30,57.0,76.0
3450,Valerie Silva,21.0,83,80.0,69.0
3451,Amanda Moore,19.0,73,73.0,50.0
3452,Kevin Moore,20.0,72,93.0,42.0
3453,Joseph Wilson,23.0,93,47.0,72.0
3454,Jasmine Oneill,24.0,62,90.0,43.0
3455,James Vargas,22.0,43,69.0,79.0
3456,Danielle Collins,23.0,81,60.0,76.0
3457,Lauren Clark,21.0,59,99.0,63.0
3458,Christopher Campbell,25.0,85,35.0,67.0
3459,Stacey Thompson,20.0,55,67.0,99.0
3460,Donna Oconnor,21.0,74,73.0,89.0
3461,Michelle Hamilton,24.0,41,62.0,36.0
3462,Jacob Ramirez,20.0,49,76.0,97.0
3463,Michael Jones,24.0,55,77.0,73.0
3464,Katherine Gonzales,25.0,60,63.0,48.0
3465,Clayton Wong,18.0,94,67.0,57.0
3466,Mark Walker,19.0,74,81.0,36.0
3467,Stephanie Gonzalez,25.0,36,98.0,78.0
3468,John Black,22.0,93,33.0,30.0
3469,Brandy Martinez,19.0,75,31.0,32.0
3470,Amber Shaw,20.0,83,43.0,57.0
3471,Paula Vargas,22.0,44,57.0,33.0
3472,Randy Lamb,22.0,94,95.0,61.0
3473,Brian Dillon,23.0,87,83.0,84.0
3474,Michael Taylor,21.0,69,76.0,59.0
3475,Michael Woods,22.0,96,98.0,97.0
3476,Alisha Huff,23.0,66,30.0,94.0
3477,Scott Mills,19.0,38,56.0,39.0
3478,Sheila Myers,23.0,36,98.0,93.0
3479,David Shah,22.0,39,32.0,60.0
3480,Ricky Francis,18.0,74,31.0,93.0
3481,Marvin Williams,20.0,34,45.0,94.0
3482,Christian Figueroa,24.0,62,92.0,39.0
3483,Nicole Ward,23.0,92,41.0,94.0
3484,Dawn Lewis,23.0,37,62.0,88.0
3485,Alan Dodson,20.0,55,40.0,51.0
3486,Shannon Hart,19.0,81,97.0,83.0
3487,Steven Thompson,23.0,99,86.0,51.0
3488,Alejandro Oconnell,24.0,66,77.0,56.0
3489,Danny Jones,19.0,96,85.0,86.0
3490,Austin Walker,18.0,42,61.0,69.0
3491,Jacqueline Taylor,18.0,100,60.0,60.0
3492,Natalie Norton,18.0,61,44.0,59.0
3493,Catherine Gonzales,21.0,91,87.0,65.0
3494,William Jones,23.0,70,58.0,48.0
3495,Steven Miller,21.0,54,38.0,54.0
3496,Jeffrey Hernandez,20.0,74,68.0,53.0
3497,Angela Eaton,25.0,48,66.0,41.0
3498,Hannah Rojas,21.0,44,56.0,82.0
3499,Nicole Richards,22.0,60,48.0,85.0
3500,Susan Shepherd,19.0,34,92.0,76.0
3501,Laura Burke,25.0,39,86.0,55.0
3502,Nicole Townsend,24.0,92,33.0,61.0
3503,Kathleen Nguyen,20.0,91,98.0,92.0
3504,Amanda Waters,22.0,83,46.0,58.0
3505,Todd Parks,22.0,62,73.0,95.0
3506,James Hernandez,21.0,35,69.0,40.0
3507,Nathan Campbell,19.0,68,39.0,48.0
3508,Kelly Thomas,21.0,72,98.0,99.0
3509,Trevor Smith,24.0,61,65.0,35.0
3510,Andrea Miller,24.0,92,49.0,52.0
3511,Sherry Matthews,19.0,77,83.0,49.0
3512,Dustin Griffin,25.0,40,83.0,79.0
3513,George Williams,22.0,51,37.0,37.0
3514,Christopher Richards,24.0,61,69.0,85.0
3515,Dr. James Burke,22.0,42,100.0,38.0
3516,Darrell Morton,25.0,89,42.0,50.0
3517,Gabrielle Zimmerman,24.0,84,69.0,77.0
3518,John Hart,25.0,40,77.0,54.0
3519,Gary Hill,20.0,41,43.0,93.0
3520,Neil Hayes,22.0,70,77.0,34.0
3521,Jessica Dillon,19.0,92,78.0,48.0
3522,Natasha Salazar,20.0,64,41.0,82.0
3523,Lindsay Mcclure,19.0,41,56.0,32.0
3524,Ronald Hansen,24.0,37,80.0,75.0
3525,Leslie Price,25.0,45,40.0,68.0
3526,Rachel Lopez,20.0,53,69.0,60.0
3527,William Woodard,20.0,80,37.0,77.0
3528,Christopher Sparks,24.0,74,96.0,100.0
3529,Danielle Robinson,21.0,41,37.0,74.0
3530,Nathan Johnson,18.0,65,57.0,38.0
3531,Samuel Cole,22.0,50,55.0,72.0
3532,Julie Hernandez,23.0,60,83.0,40.0
3533,Joshua Williams,18.0,34,67.0,40.0
3534,Kristen Taylor,18.0,98,82.0,47.0
3535,Anthony Abbott,23.0,80,78.0,87.0
3536,Nathan Robertson,25.0,72,60.0,68.0
3537,John Jimenez,19.0,58,86.0,63.0
3538,Heather Rogers,23.0,77,67.0,58.0
3539,Joel Patton,22.0,77,95.0,71.0
3540,Valerie Payne,20.0,98,65.0,47.0
3541,Jennifer Solis,18.0,67,50.0,60.0
3542,Pamela Lee,19.0,100,32.0,37.0
3543,Joshua Villanueva,21.0,48,60.0,81.0
3544,Laura Anderson,20.0,66,71.0,33.0
3545,Christina Parks,19.0,63,66.0,51.0
3546,Ashlee Goodwin,22.0,33,42.0,90.0
3547,David Mcintyre,18.0,97,92.0,83.0
3548,Michael Peterson,23.0,63,31.0,60.0
3549,Tammy Ray,25.0,65,76.0,30.0
3550,Daniel Wilson,18.0,98,53.0,95.0
3551,Jonathan Moss,24.0,77,83.0,65.0
3552,Rachael Lee,23.0,61,52.0,82.0
3553,Steven Lara,22.0,79,92.0,98.0
3554,Brianna Sanchez,22.0,68,82.0,46.0
3555,Dominique Perez,24.0,49,74.0,61.0
3556,Michael Nichols,19.0,96,92.0,88.0
3557,Lisa Houston,20.0,97,49.0,68.0
3558,Amy Mason,25.0,71,85.0,31.0
3559,Bobby Horne,18.0,64,71.0,76.0
3560,Alison Boyd,25.0,60,61.0,69.0
3561,Ryan Brown,23.0,65,99.0,43.0
3562,Victoria Wilson,19.0,73,78.0,86.0
3563,Joseph Sutton,19.0,57,51.0,33.0
3564,John Haynes,24.0,66,42.0,82.0
3565,Kathy Velasquez,20.0,31,59.0,62.0
3566,Eric Rich,24.0,97,51.0,90.0
3567,Melissa Burns,23.0,85,56.0,90.0
3568,Jessica Richardson,20.0,78,76.0,47.0
3569,Sandra Hunter,23.0,86,86.0,55.0
3570,Angel Gordon,24.0,64,41.0,85.0
3571,Stacy Kelly,21.0,38,86.0,86.0
3572,Martin Arnold,19.0,67,70.0,33.0
3573,Gina Jenkins,18.0,96,56.0,82.0
3574,Karen Walker,23.0,35,31.0,71.0
3575,Dana Scott,25.0,82,50.0,81.0
3576,Christopher Pineda,22.0,70,62.0,97.0
3577,Mrs. Joan Sutton,25.0,85,49.0,61.0
3578,Raymond Wilson,21.0,57,63.0,89.0
3579,Mark Hawkins,22.0,53,67.0,73.0
3580,Keith Le,21.0,72,87.0,44.0
3581,Joseph Rivers,20.0,91,91.0,71.0
3582,Tonya Smith,24.0,42,92.0,85.0
3583,Nathan Mason,18.0,75,64.0,88.0
3584,Darlene Gould,18.0,51,75.0,38.0
3585,Tony Duncan,23.0,65,52.0,80.0
3586,Lynn Ali,24.0,75,80.0,72.0
3587,Theodore Jackson,19.0,55,86.0,68.0
3588,Erin Pierce,25.0,95,40.0,39.0
3589,William Becker,21.0,74,81.0,85.0
3590,Mark Lewis,20.0,46,68.0,92.0
3591,Charles Horton,18.0,55,52.0,41.0
3592,Paul Lindsey,23.0,79,39.0,51.0
3593,Kayla Newton,18.0,39,76.0,88.0
3594,Kimberly Wang,21.0,84,30.0,40.0
3595,Dustin Christian,18.0,100,44.0,68.0
3596,Austin Perez,20.0,54,38.0,37.0
3597,Joshua Perez,21.0,67,93.0,39.0
3598,Dylan Welch,23.0,76,98.0,62.0
3599,Stephanie Russell,20.0,89,78.0,63.0
3600,Steven Thomas,23.0,79,48.0,77.0
3601,Brittany Gonzales,20.0,59,54.0,64.0
3602,Blake Glenn,24.0,51,35.0,38.0
3603,Christopher Higgins,22.0,64,60.0,80.0
3604,Eugene Padilla,22.0,38,72.0,34.0
3605,Cheryl Glass,22.0,72,34.0,88.0
3606,Michael Stephens,19.0,32,90.0,96.0
3607,David Rogers,20.0,78,35.0,80.0
3608,Kaitlyn Medina,25.0,93,45.0,44.0
3609,Wendy Jones,19.0,44,93.0,66.0
3610,Leslie Wade,22.0,44,96.0,63.0
3611,Julie Fisher MD,25.0,65,94.0,98.0
3612,Allen Kaufman,21.0,70,56.0,57.0
3613,Kelly Craig,25.0,58,90.0,87.0
3614,Ralph Williams,18.0,59,77.0,86.0
3615,Jason Mccarty,21.0,53,34.0,61.0
3616,Joseph Weber,19.0,35,70.0,66.0
3617,Linda Duran MD,20.0,61,44.0,37.0
3618,Lori Smith,22.0,71,46.0,55.0
3619,Jamie Cooper,21.0,41,91.0,68.0
3620,Laurie Jacobson,24.0,85,98.0,89.0
3621,Kim Hartman,20.0,88,52.0,72.0
3622,Kathryn Hunt,20.0,85,68.0,47.0
3623,Benjamin Yang,25.0,85,90.0,51.0
3624,Anthony Patel,25.0,32,45.0,66.0
3625,Steven Johnson,21.0,77,86.0,78.0
3626,Michelle Bradley,25.0,49,86.0,64.0
3627,Linda Dunlap,19.0,85,42.0,53.0
3628,Ms. Stacey Thompson DVM,25.0,75,83.0,95.0
3629,Dr. Reginald Cook,19.0,34,63.0,33.0
3630,Diane Hall,23.0,36,41.0,55.0
3631,Stephanie Jackson,24.0,92,46.0,45.0
