Nombre,Edad,Notas_Matematicas,Notas_Ingles,Notas_Computacion
Dawn Caldwell,23.0,94,38.0,63.0
Mark Wells,20.0,75,44.0,35.0
Richard Rodriguez,24.0,31,65.0,35.0
Jasmine Norman,24.0,99,84.0,60.0
Jonathan Pearson,23.0,67,45.0,42.0
Karen Robles,19.0,54,53.0,76.0
Joshua Hamilton MD,22.0,32,38.0,60.0
Mark Higgins,19.0,73,58.0,84.0
Jennifer Harper,24.0,49,56.0,54.0
Joshua Lindsey,23.0,62,66.0,86.0
Colleen Arroyo,25.0,90,66.0,76.0
Douglas Stone MD,25.0,85,41.0,90.0
Thomas Ross,19.0,93,88.0,93.0
Lindsay Dunn,24.0,71,34.0,82.0
Kevin James,24.0,40,78.0,65.0
Kyle Harris,22.0,47,39.0,41.0
Anthony Thomas,24.0,34,46.0,47.0
Martha Davis,20.0,48,34.0,67.0
William Turner PhD,25.0,64,89.0,61.0
Robert Lopez,21.0,71,63.0,98.0
Ian Dean,22.0,76,77.0,31.0
Daniel Allen,20.0,63,48.0,54.0
Brittany Bush,20.0,48,87.0,73.0
Laura Dominguez,18.0,36,41.0,86.0
Christina Russell,25.0,86,42.0,72.0
Danielle Meyer,21.0,32,62.0,42.0
Mary Mclaughlin,20.0,44,44.0,79.0
Michael Crawford,18.0,78,46.0,70.0
Jessica Velazquez,23.0,69,60.0,61.0
Michelle Thompson,21.0,37,75.0,96.0
Amber Deleon,23.0,62,67.0,83.0
Jennifer Turner,25.0,68,91.0,39.0
Steven Payne,22.0,89,39.0,35.0
Dr. Richard West,25.0,92,67.0,78.0
Richard Williams,22.0,35,48.0,35.0
Stephanie Jordan,18.0,51,92.0,69.0
Douglas Patrick,18.0,71,36.0,85.0
Heather Ray,25.0,31,77.0,72.0
Amy Miller,18.0,73,48.0,45.0
Lauren Ward,19.0,44,37.0,54.0
Angela Johnson,23.0,92,90.0,82.0
Jennifer Crawford,25.0,58,80.0,70.0
Anna Baker,23.0,97,64.0,72.0
Joel Wood,22.0,64,54.0,38.0
Angela Adams,22.0,86,61.0,89.0
Daniel Cook,23.0,32,31.0,33.0
Monica Mccoy,25.0,33,51.0,84.0
David Baird,19.0,88,91.0,39.0
Brandon Watkins,20.0,89,84.0,100.0
Rhonda Alvarez,25.0,35,77.0,85.0
Rachael Porter,25.0,93,79.0,57.0
Dr. Sherry Alexander,18.0,36,78.0,64.0
Charles Rivers,23.0,68,31.0,60.0
Jocelyn Steele,19.0,76,90.0,87.0
Michael Gregory DDS,24.0,54,37.0,88.0
Billy Webb,25.0,38,67.0,40.0
Lisa Moody DVM,19.0,81,53.0,92.0
Deanna Morse,22.0,66,55.0,70.0
John Ross,22.0,93,83.0,96.0
Bradley Rasmussen,21.0,96,58.0,80.0
Kayla Hatfield,21.0,34,45.0,41.0
Joseph Smith,19.0,77,81.0,97.0
Savannah Barr,20.0,96,72.0,48.0
Natasha Mckee,24.0,49,67.0,50.0
Elizabeth Lee,24.0,100,95.0,81.0
Antonio Hebert,25.0,33,68.0,57.0
Dawn Fowler,21.0,81,80.0,68.0
Brandy Williams,23.0,44,91.0,74.0
Dana Liu,25.0,33,69.0,87.0
Tina Thomas,25.0,61,46.0,40.0
Joseph Fritz,20.0,43,35.0,52.0
Jennifer Richardson,22.0,92,42.0,65.0
Stephanie Davis,22.0,83,30.0,31.0
Theresa Wells,20.0,53,43.0,77.0
Amy Davis,22.0,46,61.0,86.0
Raymond Kramer,21.0,31,63.0,84.0
Jeremy Potter,21.0,33,65.0,87.0
Joseph Powers,21.0,34,74.0,90.0
Jeffrey Hawkins,20.0,93,58.0,58.0
Cassandra Obrien,21.0,64,69.0,85.0
Jeremy Carey,24.0,83,66.0,57.0
Darryl Clark,24.0,49,76.0,77.0
Rhonda Warner,24.0,74,81.0,63.0
Justin Wallace,20.0,34,34.0,69.0
Lawrence Thompson,21.0,82,84.0,57.0
Christopher Nelson,22.0,47,37.0,38.0
Kendra Franklin,18.0,61,84.0,36.0
Patricia Brown,24.0,35,51.0,83.0
Kristen Zimmerman,23.0,45,43.0,73.0
Samantha Aguirre,19.0,71,96.0,89.0
Brett Martinez,21.0,56,57.0,82.0
Barbara Morgan,25.0,81,90.0,87.0
Joseph Terry,21.0,88,31.0,95.0
Timothy Rodriguez,20.0,94,46.0,56.0
Kathleen Lyons,24.0,32,87.0,75.0
Robert Fitzpatrick,25.0,77,79.0,94.0
Francisco Daniel,18.0,81,65.0,54.0
Vincent Ford,19.0,59,96.0,44.0
Paul Stevenson,20.0,69,68.0,40.0
Teresa Hudson,21.0,61,68.0,79.0
Christopher White,18.0,84,41.0,36.0
Mary Arnold,18.0,60,92.0,71.0
Jonathan Myers,18.0,99,72.0,70.0
William Frazier,22.0,63,82.0,73.0
Debra Nicholson,20.0,38,67.0,89.0
Brooke Montoya,21.0,38,87.0,83.0
Stacey Hancock,21.0,65,57.0,57.0
Sharon Miranda,23.0,69,48.0,50.0
Lori Hoover,20.0,48,86.0,57.0
Deborah Moyer,20.0,41,52.0,53.0
Robert Wells,18.0,72,100.0,43.0
Kristine Ruiz,20.0,36,86.0,92.0
Matthew Graves,19.0,81,54.0,34.0
Traci Lee,25.0,33,37.0,95.0
Juan Marshall,22.0,66,81.0,37.0
Thomas Hill,21.0,37,34.0,46.0
Nicole Clark,21.0,79,55.0,89.0
Lori Graham,19.0,77,86.0,58.0
Erin Warren,20.0,40,54.0,42.0
Fernando Smith,21.0,98,63.0,81.0
Stephanie Nielsen,18.0,38,52.0,50.0
Don Hayes,19.0,70,92.0,37.0
Joshua Taylor,20.0,35,46.0,83.0
Kurt Warren,21.0,46,96.0,31.0
Sean Rose,23.0,47,91.0,54.0
Christopher Mills,22.0,96,46.0,74.0
Brian Bell,20.0,41,76.0,49.0
Isaac Schmidt,23.0,55,52.0,62.0
Joshua Hubbard,19.0,52,66.0,30.0
Robert Jones,21.0,48,74.0,44.0
Noah Frank,24.0,39,83.0,99.0
Michael Williams,20.0,70,54.0,59.0
Sandra Hoover,24.0,69,32.0,93.0
Christine Garcia,19.0,72,38.0,32.0
Robin Mason,19.0,32,97.0,44.0
Elizabeth Davis,23.0,79,84.0,56.0
Mary Johnson,20.0,97,47.0,74.0
Joshua Key,22.0,37,100.0,66.0
Joseph Price,20.0,78,54.0,94.0
Michelle Morgan,21.0,46,66.0,42.0
Dawn Chavez,23.0,41,67.0,56.0
Gabrielle Rosales,19.0,53,49.0,66.0
Yolanda Moreno,20.0,59,43.0,46.0
Katherine Johnson,23.0,92,94.0,76.0
Johnny Coleman,25.0,36,60.0,47.0
Kristie Hawkins,22.0,50,65.0,66.0
Nicole Harris,20.0,49,40.0,97.0
Jeffrey Butler,18.0,45,73.0,88.0
Ryan Morrison,23.0,99,91.0,90.0
Joshua Sanchez,23.0,94,37.0,96.0
Thomas Osborn,21.0,95,41.0,85.0
Brenda Clayton,24.0,47,66.0,44.0
Joanna Lyons,20.0,83,47.0,68.0
Matthew Frazier,20.0,98,49.0,60.0
Heather Kramer,23.0,75,87.0,59.0
Samantha Hubbard,18.0,31,37.0,74.0
Gabriel Jordan,18.0,54,82.0,49.0
Gloria Brown,19.0,47,78.0,31.0
Andrew Mills,22.0,63,75.0,78.0
Joseph Gill,18.0,99,75.0,92.0
Anthony Romero,18.0,62,60.0,96.0
Rachel Daniel,23.0,42,89.0,80.0
Tanya Paul,18.0,85,61.0,100.0
Crystal Nielsen,25.0,90,94.0,44.0
Melody Howard,25.0,30,82.0,100.0
Jessica Lewis,22.0,98,91.0,97.0
Felicia Rodriguez,19.0,72,42.0,43.0
Christina Brown,25.0,34,59.0,77.0
David Foster,19.0,85,72.0,49.0
Jaclyn Braun,21.0,46,41.0,86.0
Catherine Bridges,25.0,79,81.0,37.0
Jennifer Mcgrath,23.0,36,81.0,86.0
Jill Chan,24.0,48,45.0,93.0
Darryl Armstrong,23.0,65,36.0,42.0
Tony Cook,18.0,62,30.0,91.0
Meghan Fisher,24.0,44,77.0,72.0
Brenda Carter,18.0,66,33.0,61.0
Jacqueline Castillo,20.0,41,84.0,45.0
Mark Frey,20.0,62,83.0,63.0
Keith Martinez,22.0,53,54.0,58.0
Donna Thompson,21.0,48,30.0,54.0
Bruce Castro,18.0,66,34.0,79.0
Stephanie Myers DDS,22.0,42,32.0,74.0
John Hughes,25.0,64,94.0,38.0
Marcus Hale,20.0,60,75.0,63.0
Ronald Wilson,25.0,75,44.0,98.0
Parker Johnson,24.0,89,78.0,37.0
Timothy Gomez,25.0,58,60.0,80.0
Sara Curry,19.0,34,63.0,75.0
Dale Foster,18.0,78,86.0,84.0
Chad Richards,20.0,63,82.0,51.0
Kimberly Williams,18.0,40,35.0,79.0
Amanda Miller,18.0,100,80.0,71.0
Paul Grant,18.0,81,58.0,63.0
Brenda Jacobson,21.0,99,51.0,37.0
Meredith Mendoza,25.0,85,31.0,86.0
Laurie Williams,22.0,61,67.0,54.0
Johnathan Graves DDS,24.0,59,72.0,37.0
Terry Morris,25.0,46,57.0,73.0
Kenneth Welch,20.0,51,64.0,40.0
Kaitlin Davidson,23.0,80,49.0,93.0
Anthony Mcdonald,22.0,38,48.0,57.0
Daniel Kim,25.0,55,99.0,80.0
Debra Anderson,22.0,61,38.0,62.0
Michael Marquez,25.0,90,53.0,93.0
Robert Ramirez,21.0,64,42.0,36.0
Samantha Hardy,23.0,70,75.0,59.0
Douglas Alexander,23.0,72,95.0,65.0
Keith Herrera,20.0,77,58.0,99.0
Bruce Alvarado,24.0,74,56.0,100.0
Michael Nelson,20.0,58,80.0,74.0
Douglas Schwartz,22.0,93,94.0,72.0
Chad Arnold,18.0,53,69.0,69.0
William Miranda,21.0,82,33.0,71.0
Anthony Wall,23.0,100,33.0,98.0
Billy Salazar,19.0,96,44.0,60.0
James Brooks,22.0,95,78.0,85.0
Sean Rivas,19.0,68,93.0,58.0
Andrew Anderson,21.0,67,93.0,80.0
Jordan Griffin,22.0,38,38.0,94.0
Sharon Hall,20.0,65,70.0,69.0
Tara Mendez,18.0,56,31.0,35.0
Christine Lewis,18.0,50,35.0,94.0
Tanya Carr,18.0,55,48.0,74.0
Joel Gutierrez,18.0,54,49.0,62.0
Brian Smith,21.0,68,76.0,39.0
Thomas Stewart,25.0,68,89.0,82.0
John Glass,22.0,34,78.0,34.0
John Cox,18.0,91,49.0,46.0
Jacob Walker,25.0,34,31.0,83.0
Sean Oneal,22.0,75,47.0,90.0
Christopher Carrillo,20.0,61,73.0,57.0
Lauren Turner,21.0,68,89.0,75.0
Andrew Stone,18.0,79,93.0,50.0
Jennifer Keller,20.0,93,59.0,33.0
Dylan Wright,20.0,55,60.0,71.0
Kristin Rice,24.0,87,38.0,83.0
Alicia Evans,21.0,59,89.0,44.0
Jacob Carney,24.0,70,74.0,79.0
Leslie Collins,25.0,59,78.0,88.0
Luke Alexander,19.0,33,35.0,93.0
Joseph Lawrence,23.0,87,68.0,82.0
Joshua Rodriguez,24.0,87,84.0,72.0
Richard Swanson,21.0,64,53.0,52.0
Sierra Flores,25.0,100,61.0,50.0
Richard Poole,21.0,32,98.0,33.0
Heidi Hall DDS,24.0,57,84.0,99.0
Joseph Bailey,21.0,95,34.0,42.0
Douglas Perry,22.0,34,76.0,83.0
Sherry Jackson,21.0,87,99.0,36.0
Lisa Robinson,25.0,73,76.0,79.0
Mark Frey,21.0,44,55.0,73.0
Kristin Dawson,21.0,31,43.0,41.0
Samantha Miller,23.0,56,53.0,34.0
John Ortega,21.0,93,80.0,57.0
Brittany Cobb,20.0,54,68.0,55.0
Anita Myers,25.0,46,84.0,34.0
Janet Bell,24.0,56,71.0,64.0
Tyler Potter,18.0,70,67.0,62.0
John Campbell,18.0,77,83.0,78.0
Melanie Pope,23.0,93,78.0,64.0
Bethany Hughes,23.0,31,46.0,57.0
John Mccann,19.0,73,67.0,49.0
Stephen Levine,21.0,81,58.0,83.0
Kelly Montgomery,23.0,77,50.0,46.0
John Cruz,25.0,63,74.0,53.0
Chad Daniels,20.0,99,77.0,38.0
Lori Chung,19.0,73,88.0,99.0
Jennifer Hall,24.0,52,67.0,31.0
Mary Arroyo,19.0,82,86.0,97.0
Linda Gallagher,24.0,71,39.0,90.0
David Salazar,22.0,58,69.0,36.0
Susan Watson,21.0,45,47.0,74.0
Abigail Payne,19.0,70,38.0,61.0
Pamela Duncan,23.0,77,37.0,74.0
Breanna Crawford,23.0,100,99.0,64.0
Jane Harrison,18.0,85,99.0,47.0
Tyler Cruz,20.0,46,40.0,86.0
Robert Johnson,19.0,73,84.0,47.0
Justin Henry,20.0,36,38.0,94.0
Robert Armstrong,23.0,41,82.0,55.0
John Jones,18.0,85,74.0,68.0
Joseph Cordova,24.0,91,98.0,70.0
Erik Vance,23.0,73,30.0,32.0
Dr. Sean Burton,25.0,63,44.0,60.0
Maurice Johnson,20.0,86,79.0,92.0
Derrick Garcia,21.0,92,45.0,58.0
William Hill,18.0,46,54.0,33.0
Daniel Mason,25.0,88,45.0,95.0
Shelly Acevedo,19.0,65,96.0,46.0
Zachary Davis,21.0,79,48.0,68.0
Mary Mendez,22.0,75,79.0,86.0
David Waller,20.0,38,50.0,95.0
Sandra Nash,23.0,74,90.0,39.0
Scott Webb,21.0,64,82.0,70.0
Kimberly Madden,25.0,87,97.0,85.0
Dawn Faulkner,24.0,69,87.0,95.0
Anna Jones,25.0,89,89.0,53.0
Timothy Gilbert,25.0,98,43.0,84.0
James Griffin,18.0,50,30.0,65.0
Jeremy Hogan,23.0,87,37.0,62.0
Kelly Sampson,25.0,59,71.0,74.0
Lisa Mccoy,25.0,60,91.0,74.0
Cheryl Nguyen,20.0,67,80.0,67.0
Tammy Marshall,19.0,53,38.0,56.0
Kenneth Stevens,20.0,64,91.0,85.0
Emily Thomas,20.0,60,40.0,69.0
William Cuevas,19.0,33,97.0,57.0
Lisa Burns,18.0,59,31.0,86.0
Chad Hayden,23.0,69,31.0,80.0
Sara Mays,23.0,74,97.0,35.0
Kelly Kim,18.0,69,56.0,47.0
Barbara Jimenez,19.0,59,51.0,55.0
Tim Fischer,23.0,66,37.0,51.0
Bob Casey,25.0,40,83.0,91.0
Gerald Rodriguez,25.0,80,34.0,89.0
Maria Hines,23.0,82,62.0,55.0
Geoffrey Carter,20.0,63,46.0,86.0
David Jordan,21.0,51,83.0,63.0
Michael Cohen,18.0,72,71.0,68.0
Peter Barnes,22.0,62,71.0,83.0
Tonya Perez,24.0,73,93.0,47.0
Deanna French,25.0,40,82.0,95.0
Angela Brown,23.0,71,79.0,52.0
Daniel Mueller,18.0,30,76.0,57.0
Mario Wood,24.0,94,35.0,82.0
William Anderson,18.0,47,30.0,98.0
Valerie Wallace,20.0,90,60.0,71.0
Holly Jordan,22.0,72,73.0,93.0
Antonio Allen,19.0,85,46.0,97.0
Kylie Ali,22.0,97,68.0,86.0
Michael Shelton,20.0,31,45.0,73.0
Cassandra Brown,19.0,68,99.0,52.0
Janice Flores,25.0,76,58.0,84.0
Noah Williams,25.0,60,53.0,72.0
Stephanie Ruiz,23.0,73,33.0,50.0
Jennifer Mcdonald,18.0,47,94.0,35.0
Joseph Wilson,25.0,39,74.0,34.0
Kenneth Morris,24.0,50,52.0,85.0
Joseph Martin,23.0,97,99.0,75.0
Renee Berry,24.0,74,67.0,75.0
Jennifer Graham,24.0,33,59.0,61.0
Brandon Davila,19.0,38,45.0,46.0
Katie Johnston,23.0,93,66.0,68.0
Melanie Proctor,25.0,37,36.0,82.0
Karen Oneal,24.0,30,66.0,35.0
Mr. Michael Hopkins,19.0,74,54.0,54.0
Amber Hodges,23.0,33,94.0,32.0
Gabriel Wolfe,19.0,64,35.0,50.0
Dale Brown,24.0,84,45.0,34.0
Daniel Smith,18.0,42,62.0,37.0
Terry Peterson,18.0,58,78.0,46.0
Thomas Taylor,24.0,79,74.0,57.0
Robert Rivera,22.0,68,33.0,80.0
Brian Ritter,25.0,31,45.0,91.0
Michael Bridges,20.0,86,40.0,96.0
Kelly Quinn,22.0,53,44.0,46.0
Mrs. Kristina Harris DDS,22.0,44,57.0,100.0
Ashley Blanchard,25.0,30,30.0,49.0
Mrs. Melissa Garcia DDS,20.0,72,79.0,48.0
Michelle Oneill,21.0,96,58.0,80.0
Renee Rodriguez,19.0,37,69.0,61.0
Bridget Greene,23.0,90,94.0,43.0
Andrew Rogers,23.0,48,58.0,68.0
Christopher Dominguez,20.0,51,84.0,76.0
Victoria Holmes,21.0,41,33.0,96.0
Joel Hughes,19.0,70,43.0,62.0
Rachel Smith,24.0,78,52.0,78.0
Bradley Harris,23.0,67,56.0,32.0
Mario Moore,24.0,43,98.0,59.0
Angela Curry,20.0,52,54.0,52.0
Christopher Shannon,23.0,50,80.0,54.0
Zachary Carey,24.0,76,41.0,59.0
Jose Baker,19.0,74,70.0,88.0
Carlos James,25.0,73,58.0,100.0
Misty Tucker,18.0,57,65.0,53.0
Eric Mack,23.0,96,42.0,38.0
Dawn Smith,20.0,34,86.0,39.0
Danielle Brown,19.0,78,59.0,83.0
Alex Gibson,23.0,57,44.0,37.0
Donald Powers,19.0,34,50.0,73.0
Nicole King,21.0,59,92.0,48.0
Laura Sanders,22.0,58,30.0,93.0
Hunter Crane,25.0,42,84.0,94.0
Eric Washington,21.0,75,76.0,58.0
Dennis Alvarez,22.0,59,89.0,75.0
Gilbert Hill,23.0,56,67.0,80.0
Jodi Washington,21.0,50,33.0,73.0
James Bennett,22.0,87,59.0,78.0
Michelle Mora,18.0,90,92.0,32.0
Michelle Jones,24.0,95,87.0,97.0
Craig Pena,21.0,54,37.0,76.0
Shane Perez,20.0,96,46.0,48.0
James Miller,20.0,31,39.0,51.0
Yvonne English,21.0,37,99.0,93.0
Meghan Jordan,20.0,46,100.0,45.0
Carol Collier,18.0,47,100.0,89.0
James Wilcox,24.0,91,52.0,99.0
Kristi Osborne,22.0,98,31.0,79.0
Judy Simmons,20.0,71,58.0,38.0
Erica Green,18.0,85,35.0,89.0
Carlos Love Jr.,21.0,49,98.0,83.0
Lisa Rosario,18.0,90,61.0,56.0
Christopher Wood,23.0,97,76.0,55.0
Connie Wilson,20.0,98,46.0,51.0
Michele Long,25.0,44,77.0,78.0
Sandra Bridges,20.0,87,92.0,99.0
Dakota Adams,22.0,43,79.0,85.0
Sherry Alvarez,22.0,57,73.0,33.0
Russell Gay,19.0,51,85.0,45.0
David Miller,19.0,97,79.0,69.0
Alexander Obrien,22.0,85,90.0,66.0
Catherine Perry,25.0,53,72.0,30.0
Denise Fitzgerald,19.0,44,37.0,99.0
Thomas Moreno,18.0,44,61.0,65.0
Abigail Gonzales,24.0,77,48.0,62.0
Edwin Obrien,23.0,98,50.0,72.0
David Thornton,19.0,44,51.0,36.0
Amy Brown,22.0,76,56.0,81.0
Kerry Payne,18.0,72,83.0,63.0
Whitney Benjamin MD,21.0,32,61.0,83.0
Anna Scott,25.0,76,30.0,46.0
James Gray,18.0,42,99.0,87.0
Edward Cox,22.0,37,62.0,98.0
Joseph Decker,23.0,85,82.0,64.0
James Alexander,19.0,48,62.0,67.0
Natalie Zamora,23.0,58,95.0,37.0
Patricia Olson,23.0,67,75.0,58.0
Lisa Jackson,22.0,84,46.0,37.0
Jennifer Lara,21.0,44,80.0,83.0
Michael Bird,21.0,31,65.0,97.0
Diane Allen,19.0,40,42.0,78.0
Calvin Oneal,20.0,66,93.0,48.0
David Reid,21.0,90,31.0,83.0
Angela Grimes,24.0,43,90.0,44.0
Shawn Townsend,18.0,35,94.0,96.0
Christian Vargas,21.0,75,56.0,76.0
Cassandra Ryan,19.0,34,34.0,34.0
Eric Smith,24.0,96,54.0,44.0
Alexander Burns,21.0,66,59.0,85.0
Allison Hunter,23.0,69,70.0,54.0
Anna Martin,20.0,38,71.0,69.0
Janet Webb,19.0,78,66.0,34.0
Stephanie Hardy,21.0,48,38.0,65.0
Dawn Adams,25.0,73,81.0,36.0
Susan White,18.0,42,57.0,70.0
Dr. Pamela Perez,22.0,47,76.0,100.0
Michael Black,21.0,57,89.0,100.0
Laura Newton,20.0,95,30.0,81.0
Emily Smith,22.0,89,89.0,44.0
Wesley Burns,20.0,51,95.0,34.0
Fernando Ross,21.0,59,93.0,32.0
Valerie Snyder,24.0,83,63.0,69.0
Jackson Wong,23.0,75,79.0,83.0
Michael Shaw,23.0,99,78.0,74.0
Teresa Wang,19.0,89,61.0,63.0
Christine Burke,18.0,54,95.0,80.0
Deborah Friedman,23.0,32,81.0,96.0
David Maldonado,24.0,47,78.0,66.0
Andrea Henderson,18.0,98,33.0,38.0
James Wood,25.0,51,30.0,83.0
John Gutierrez,25.0,36,40.0,32.0
Elizabeth Lang,22.0,75,36.0,74.0
Rebecca Guerra,25.0,74,45.0,39.0
Harold Sullivan,22.0,83,67.0,59.0
Dr. Zachary Anderson,19.0,36,73.0,89.0
Catherine Ellis,22.0,35,46.0,94.0
Shelly Cooper,19.0,39,64.0,53.0
Alec Soto,19.0,32,64.0,87.0
Mr. David Chang,25.0,78,42.0,99.0
Joseph Odonnell,24.0,35,96.0,32.0
Tiffany Chung,23.0,84,62.0,39.0
Eugene Guzman,19.0,58,82.0,61.0
Tamara Parker,20.0,100,78.0,75.0
Alyssa Brown,25.0,36,55.0,41.0
Jonathan Smith,20.0,44,89.0,64.0
John Martinez,18.0,78,100.0,89.0
Cindy Knox,21.0,80,51.0,41.0
Marcus Clark,22.0,75,91.0,79.0
Roy Walker,18.0,73,46.0,90.0
Charles Lopez,23.0,42,69.0,57.0
George Cole,21.0,98,60.0,82.0
Robert Mckay,18.0,93,38.0,90.0
Juan Hebert,18.0,54,79.0,31.0
Renee Patterson,21.0,60,85.0,100.0
William Evans,19.0,66,81.0,49.0
Amber Levine,24.0,30,72.0,71.0
Oscar Carlson,24.0,76,61.0,62.0
Danielle Walker,22.0,37,48.0,88.0
Angela Jacobson,18.0,74,61.0,83.0
Mackenzie Duran,22.0,79,37.0,78.0
Kristy Bryant,24.0,56,84.0,35.0
David Glenn,18.0,34,54.0,82.0
Justin Green,23.0,86,53.0,50.0
Wanda Bautista,23.0,81,33.0,70.0
Ethan Johnston,21.0,73,65.0,41.0
Maria Ramirez,19.0,43,50.0,89.0
Travis Fox,18.0,62,60.0,40.0
Keith Andrews,25.0,71,66.0,100.0
James Moore,20.0,56,51.0,52.0
Brian Sanchez,23.0,32,76.0,92.0
Susan Conley,24.0,52,82.0,70.0
Jessica Estrada,20.0,77,81.0,71.0
Rebecca Strickland,22.0,58,92.0,58.0
Cody Lopez,23.0,47,84.0,82.0
Dwayne Chavez,18.0,42,73.0,82.0
Joshua Hayes,21.0,59,54.0,33.0
Paula Montgomery,24.0,52,56.0,43.0
Laura Johnson,22.0,63,34.0,44.0
Katelyn Matthews,24.0,47,81.0,52.0
Tiffany Perez,18.0,80,84.0,88.0
Shawn Newman,22.0,99,52.0,35.0
Mr. Bobby Brandt,24.0,38,36.0,31.0
Tom Chung,19.0,48,82.0,52.0
Alexander Nguyen,23.0,100,88.0,88.0
Jessica Thompson,18.0,54,77.0,59.0
Christy Graham,24.0,56,64.0,48.0
Michael Wiley,22.0,34,70.0,84.0
Kathleen Bradley,25.0,43,69.0,98.0
Andrew Preston,23.0,69,31.0,36.0
Katelyn Moore,18.0,66,51.0,58.0
Alan Warren,18.0,48,88.0,77.0
Margaret Roberts,20.0,78,90.0,63.0
Maria Rodriguez,23.0,80,88.0,76.0
Lauren Quinn,19.0,33,84.0,48.0
Jesus Fox,24.0,45,87.0,40.0
Karen Davis,24.0,34,59.0,37.0
Linda Davis,18.0,32,53.0,97.0
Jose Kennedy,23.0,42,47.0,84.0
Rebecca Williams DVM,25.0,83,52.0,45.0
Samuel Ward,21.0,100,78.0,58.0
Joseph Taylor,24.0,85,71.0,61.0
Stacey Kennedy,23.0,30,67.0,89.0
Tara Solis,23.0,33,41.0,31.0
Kyle Khan,25.0,83,88.0,82.0
Regina King,22.0,70,44.0,70.0
Julia Swanson,23.0,53,94.0,99.0
Michael Taylor,24.0,56,67.0,55.0
Kendra Mercer,22.0,85,66.0,34.0
Zachary Anderson,22.0,57,64.0,34.0
Heather Johnson,18.0,44,45.0,73.0
James Smith,23.0,51,39.0,64.0
Elizabeth Jones,21.0,38,51.0,84.0
Mackenzie Dalton,24.0,65,59.0,70.0
Judy Wilson,21.0,65,53.0,30.0
Linda Tucker,21.0,35,44.0,91.0
Michelle Salazar,19.0,54,70.0,75.0
Gail Miller,25.0,84,84.0,54.0
Michael Brady,20.0,79,77.0,59.0
Michele Bell MD,19.0,45,79.0,42.0
Rachael Guerrero,18.0,62,54.0,63.0
Craig Acosta,25.0,82,64.0,34.0
Stuart Chandler,24.0,66,66.0,95.0
Kimberly Cross,22.0,67,95.0,31.0
Michael Fleming,18.0,35,41.0,87.0
John Dunn,18.0,63,88.0,31.0
Benjamin Anthony,19.0,36,71.0,68.0
Jason Garcia,25.0,98,100.0,70.0
Mary Friedman,19.0,59,62.0,80.0
Roy Douglas,22.0,97,60.0,79.0
Angela Hess,25.0,85,96.0,88.0
Amanda Blair,20.0,61,41.0,55.0
Robert Saunders,20.0,31,86.0,84.0
Kathy Jordan,25.0,53,67.0,88.0
Samantha Barker,22.0,44,100.0,90.0
Shelby Norton,20.0,47,86.0,97.0
Laura Zuniga,23.0,57,96.0,36.0
Jeffery Green,23.0,96,81.0,36.0
Courtney Faulkner MD,25.0,56,49.0,66.0
Robert Leon,20.0,86,70.0,61.0
Ryan Goodwin,23.0,81,72.0,98.0
Ashley Cowan,24.0,54,37.0,78.0
Evelyn Little,18.0,40,76.0,80.0
Luis Garrett Jr.,19.0,98,41.0,74.0
Brandon Jones,18.0,70,49.0,31.0
Andrea Bauer,25.0,33,35.0,63.0
Micheal Mckenzie,24.0,35,40.0,81.0
Monica Williams,25.0,86,77.0,32.0
Tracy Jordan,25.0,30,72.0,47.0
Joshua Romero,21.0,68,77.0,96.0
Amy Ortega,22.0,58,67.0,75.0
Megan Griffith,25.0,80,62.0,58.0
Angela Schneider,21.0,67,67.0,79.0
Brittany Simon,22.0,69,47.0,68.0
Patrick Wade,19.0,41,41.0,65.0
Julie Allen,19.0,48,68.0,50.0
Jennifer Martinez,20.0,34,95.0,97.0
Lawrence Flores,25.0,43,87.0,82.0
Mary Cobb,18.0,31,38.0,95.0
Gregory Mitchell,25.0,77,42.0,75.0
Roy Bradford,21.0,98,56.0,42.0
Matthew Martin,20.0,53,91.0,59.0
Theodore Taylor,24.0,55,87.0,87.0
Megan Chen,19.0,42,57.0,35.0
Susan Hurst,21.0,86,98.0,99.0
Nichole Garza,24.0,91,93.0,34.0
Amy Smith,24.0,55,51.0,71.0
James Curtis,25.0,58,71.0,43.0
Michelle Estes,22.0,94,35.0,84.0
Linda Carter,22.0,75,38.0,58.0
Alicia Richardson,22.0,49,37.0,76.0
Michael Pierce,24.0,68,50.0,49.0
Ian Wallace,22.0,82,46.0,83.0
Katherine Thomas,25.0,35,89.0,78.0
Dean Romero,24.0,96,51.0,96.0
Morgan Barnett,25.0,95,96.0,76.0
Denise Bryant,20.0,85,39.0,96.0
Samuel Summers,25.0,77,54.0,49.0
Kristen Key,21.0,65,67.0,72.0
Cynthia Gibson,18.0,62,63.0,86.0
Scott White,23.0,38,63.0,42.0
Andrea Holland,21.0,61,33.0,68.0
Jessica Johnson DVM,23.0,76,96.0,58.0
Rebecca Payne,25.0,82,94.0,42.0
Megan Lucas,24.0,34,51.0,65.0
Eric Norton,18.0,58,54.0,95.0
Wesley Adams,19.0,92,74.0,60.0
Mr. Jose Shaw,25.0,48,91.0,59.0
Charlene Valencia,18.0,46,62.0,69.0
Beth Anderson,25.0,90,91.0,68.0
Terry Alexander,18.0,38,38.0,94.0
Monica Moreno,24.0,63,36.0,46.0
Sara Martinez,25.0,68,95.0,54.0
